customer_id,acq_month,channel,geo,income_band,acq_type,monthly_fee,observed_tenure_months,status,revenue_to_date,acquisition_cost
C1060,2025-01,paid_social,US,mid,full_price,15,6,active,90,26.75
C1061,2025-01,search,UK,high,full_price,17,6,active,102,19.6
C1062,2025-01,referral,UK,mid,discount,15,2,churned,30,6.27
C1063,2025-01,search,CA,low,full_price,13,6,active,78,18.79
C1064,2025-01,referral,US,high,discount,17,4,churned,68,12.31
C1065,2025-01,referral,IN,low,full_price,13,6,active,78,2.41
C1066,2025-01,referral,UK,mid,discount,15,6,active,90,-0.02
C1067,2025-01,referral,UK,low,full_price,13,6,active,78,5.74
C1068,2025-01,referral,IN,low,discount,13,3,churned,39,6.99
C1069,2025-01,referral,US,mid,discount,15,6,active,90,8.39
C1070,2025-01,paid_social,UK,mid,full_price,15,6,active,90,32.91
C1071,2025-01,referral,UK,low,discount,13,2,churned,26,8.84
C1072,2025-01,paid_social,IN,mid,discount,15,5,churned,75,32.0
C1073,2025-01,paid_social,UK,mid,discount,15,6,active,90,27.92
C1074,2025-01,paid_social,CA,mid,discount,15,6,active,90,29.86
C1075,2025-01,paid_social,US,high,full_price,17,6,active,102,24.32
C1076,2025-01,paid_social,IN,low,discount,13,6,active,78,29.92
C1077,2025-01,referral,IN,high,full_price,17,6,active,102,4.72
C1078,2025-01,paid_social,CA,mid,full_price,15,4,churned,60,24.89
C1079,2025-01,search,UK,low,full_price,13,6,active,78,19.06
C1080,2025-01,referral,US,high,full_price,17,6,active,102,3.39
C1081,2025-01,search,IN,mid,discount,15,3,churned,45,18.13
C1082,2025-01,paid_social,CA,low,full_price,13,5,churned,65,31.19
C1083,2025-01,search,US,mid,discount,15,3,churned,45,24.31
C1084,2025-01,search,UK,low,discount,13,3,churned,39,17.4
C1085,2025-01,referral,US,mid,full_price,15,6,active,90,7.49
C1086,2025-01,search,CA,low,full_price,13,2,churned,26,21.34
C1087,2025-01,search,US,low,full_price,13,6,active,78,16.55
C1088,2025-01,paid_social,US,low,discount,13,6,active,78,32.66
C1089,2025-01,search,IN,low,discount,13,3,churned,39,21.01
C1090,2025-01,referral,IN,high,full_price,17,6,active,102,9.36
C1091,2025-01,referral,IN,low,discount,13,2,churned,26,6.55
C1092,2025-01,search,UK,high,full_price,17,6,active,102,20.39
C1093,2025-01,search,UK,low,full_price,13,6,active,78,17.77
C1094,2025-01,search,CA,low,discount,13,4,churned,52,20.67
C1095,2025-01,referral,US,mid,discount,15,5,churned,75,6.76
C1096,2025-01,search,UK,high,discount,17,5,churned,85,20.69
C1097,2025-01,referral,US,low,full_price,13,6,active,78,8.99
C1098,2025-01,referral,UK,mid,full_price,15,6,active,90,10.61
C1099,2025-01,referral,CA,high,full_price,17,6,active,102,9.06
C1100,2025-01,referral,US,high,full_price,17,6,active,102,7.82
C1101,2025-01,search,CA,mid,full_price,15,6,active,90,21.02
C1102,2025-01,referral,CA,mid,full_price,15,3,churned,45,4.3
C1103,2025-01,paid_social,IN,high,discount,17,3,churned,51,26.94
C1104,2025-01,paid_social,US,low,discount,13,5,churned,65,31.02
C1105,2025-01,referral,IN,mid,discount,15,6,active,90,6.91
C1106,2025-01,search,UK,mid,discount,15,6,churned,90,23.56
C1107,2025-01,search,UK,low,full_price,13,6,active,78,20.0
C1108,2025-01,search,IN,high,discount,17,5,churned,85,17.14
C1109,2025-01,search,IN,mid,discount,15,6,active,90,17.42
C1110,2025-01,referral,CA,high,full_price,17,6,active,102,4.27
C1111,2025-01,referral,IN,mid,discount,15,4,churned,60,12.42
C1112,2025-01,search,UK,low,discount,13,6,active,78,19.54
C1113,2025-01,paid_social,CA,high,full_price,17,6,active,102,29.82
C1114,2025-01,search,US,high,full_price,17,6,active,102,19.41
C1115,2025-01,paid_social,UK,high,discount,17,3,churned,51,30.68
C1116,2025-01,search,US,high,full_price,17,6,active,102,20.73
C1117,2025-01,paid_social,IN,low,discount,13,6,active,78,28.78
C1118,2025-01,paid_social,CA,low,full_price,13,6,active,78,28.21
C1119,2025-01,search,US,mid,full_price,15,6,active,90,24.74
C1120,2025-01,referral,UK,mid,full_price,15,6,active,90,9.84
C1121,2025-01,paid_social,US,mid,full_price,15,6,active,90,25.93
C1122,2025-01,referral,IN,low,discount,13,6,active,78,7.18
C1123,2025-01,search,US,low,full_price,13,6,active,78,23.4
C1124,2025-01,paid_social,CA,low,full_price,13,2,churned,26,30.01
C1125,2025-01,search,US,low,full_price,13,6,active,78,25.31
C1126,2025-01,paid_social,CA,high,discount,17,6,churned,102,29.21
C1127,2025-01,referral,CA,low,discount,13,6,active,78,8.19
C1128,2025-01,referral,CA,high,full_price,17,6,active,102,1.04
C1129,2025-01,paid_social,CA,mid,discount,15,2,churned,30,31.42
C1130,2025-01,paid_social,CA,mid,discount,15,6,churned,90,32.89
C1131,2025-01,paid_social,IN,low,discount,13,4,churned,52,30.0
C1132,2025-01,referral,IN,low,full_price,13,6,churned,78,6.91
C1133,2025-01,paid_social,IN,mid,discount,15,5,churned,75,37.37
C1134,2025-01,referral,CA,low,discount,13,3,churned,39,2.28
C1135,2025-01,paid_social,UK,mid,discount,15,6,active,90,27.71
C1136,2025-01,search,US,mid,discount,15,3,churned,45,22.56
C1137,2025-01,referral,UK,low,discount,13,4,churned,52,7.05
C1138,2025-01,search,IN,high,discount,17,5,churned,85,23.02
C1139,2025-01,referral,IN,low,discount,13,5,churned,65,4.32
C1140,2025-01,referral,CA,low,discount,13,2,churned,26,6.54
C1141,2025-01,paid_social,UK,high,discount,17,6,active,102,27.86
C1142,2025-01,paid_social,US,low,discount,13,4,churned,52,28.53
C1143,2025-01,referral,IN,low,full_price,13,4,churned,52,2.57
C1144,2025-01,search,CA,high,discount,17,6,churned,102,23.87
C1145,2025-01,search,UK,low,full_price,13,6,active,78,22.19
C1146,2025-01,referral,CA,high,full_price,17,6,active,102,4.63
C1147,2025-01,search,CA,high,full_price,17,6,churned,102,20.98
C1148,2025-01,search,IN,low,discount,13,3,churned,39,24.66
C1149,2025-01,referral,IN,low,discount,13,3,churned,39,11.13
C1150,2025-01,search,IN,high,full_price,17,6,active,102,15.32
C1151,2025-01,search,CA,mid,full_price,15,6,active,90,17.82
C1152,2025-01,paid_social,CA,mid,full_price,15,6,active,90,28.55
C1153,2025-01,referral,UK,low,discount,13,6,active,78,7.85
C1154,2025-01,paid_social,UK,high,full_price,17,4,churned,68,31.78
C1155,2025-01,paid_social,IN,mid,full_price,15,6,churned,90,30.07
C1156,2025-01,paid_social,UK,mid,full_price,15,2,churned,30,33.58
C1157,2025-01,referral,US,mid,full_price,15,2,churned,30,8.75
C1158,2025-01,paid_social,IN,mid,full_price,15,6,active,90,30.51
C1159,2025-01,paid_social,UK,mid,full_price,15,6,active,90,32.54
C1160,2025-01,referral,US,low,full_price,13,6,active,78,8.16
C1161,2025-01,search,UK,mid,discount,15,6,active,90,19.25
C1162,2025-01,referral,UK,mid,full_price,15,6,active,90,6.96
C1163,2025-01,paid_social,US,high,full_price,17,6,active,102,31.7
C1164,2025-01,referral,UK,mid,discount,15,6,churned,90,11.57
C1165,2025-01,paid_social,UK,mid,full_price,15,6,active,90,30.69
C1166,2025-01,search,UK,low,full_price,13,6,active,78,22.23
C1167,2025-01,search,CA,high,discount,17,3,churned,51,21.24
C1168,2025-01,referral,CA,mid,discount,15,4,churned,60,7.36
C1169,2025-01,search,CA,low,full_price,13,6,active,78,16.9
C1170,2025-01,referral,CA,mid,discount,15,3,churned,45,7.67
C1171,2025-01,paid_social,CA,high,full_price,17,6,active,102,32.17
C1172,2025-01,referral,US,mid,discount,15,6,active,90,6.77
C1173,2025-01,search,UK,low,discount,13,6,active,78,22.59
C1174,2025-01,paid_social,IN,high,discount,17,2,churned,34,33.74
C1175,2025-01,referral,US,high,full_price,17,6,active,102,3.18
C1176,2025-01,paid_social,UK,mid,full_price,15,6,active,90,30.87
C1177,2025-01,referral,US,mid,full_price,15,6,active,90,7.51
C1178,2025-01,search,CA,low,full_price,13,6,active,78,21.01
C1179,2025-01,search,UK,mid,full_price,15,2,churned,30,21.39
C1180,2025-01,paid_social,IN,low,full_price,13,6,active,78,31.73
C1181,2025-01,referral,IN,low,discount,13,2,churned,26,6.53
C1182,2025-01,paid_social,US,high,full_price,17,6,active,102,29.97
C1183,2025-01,paid_social,IN,mid,full_price,15,6,active,90,33.78
C1184,2025-01,search,US,low,discount,13,5,churned,65,22.91
C1185,2025-01,search,IN,mid,discount,15,4,churned,60,24.2
C1186,2025-01,search,US,mid,full_price,15,3,churned,45,21.96
C1187,2025-01,paid_social,IN,low,full_price,13,3,churned,39,25.09
C1188,2025-01,search,UK,mid,full_price,15,6,active,90,23.36
C1189,2025-01,search,IN,mid,discount,15,3,churned,45,19.57
C1190,2025-01,paid_social,UK,mid,full_price,15,6,active,90,28.22
C1191,2025-01,paid_social,UK,mid,full_price,15,6,active,90,34.4
C1192,2025-01,search,CA,mid,full_price,15,6,active,90,21.07
C1193,2025-01,referral,IN,mid,full_price,15,6,active,90,10.97
C1194,2025-01,search,CA,mid,full_price,15,6,churned,90,14.7
C1195,2025-01,paid_social,CA,mid,discount,15,6,active,90,29.43
C1196,2025-01,paid_social,UK,high,discount,17,2,churned,34,35.12
C1197,2025-01,paid_social,CA,high,full_price,17,6,active,102,32.33
C1198,2025-01,paid_social,IN,mid,discount,15,3,churned,45,30.54
C1199,2025-01,paid_social,US,mid,discount,15,6,churned,90,28.94
C1200,2025-02,search,CA,high,full_price,17,5,active,85,16.46
C1201,2025-02,referral,CA,mid,full_price,15,5,active,75,7.36
C1202,2025-02,search,CA,high,full_price,17,5,active,85,20.4
C1203,2025-02,paid_social,CA,mid,full_price,15,5,active,75,24.95
C1204,2025-02,referral,UK,mid,full_price,15,5,active,75,2.2
C1205,2025-02,referral,UK,high,full_price,17,5,active,85,6.73
C1206,2025-02,search,CA,low,discount,13,5,active,65,21.85
C1207,2025-02,search,CA,mid,full_price,15,5,active,75,26.03
C1208,2025-02,paid_social,UK,high,full_price,17,5,active,85,32.52
C1209,2025-02,search,US,mid,discount,15,5,active,75,14.66
C1210,2025-02,search,IN,low,discount,13,2,churned,26,17.83
C1211,2025-02,referral,UK,mid,discount,15,5,churned,75,5.81
C1212,2025-02,paid_social,UK,mid,full_price,15,5,active,75,30.42
C1213,2025-02,referral,CA,low,full_price,13,5,active,65,4.51
C1214,2025-02,paid_social,UK,low,discount,13,2,churned,26,29.34
C1215,2025-02,referral,UK,mid,discount,15,3,churned,45,8.09
C1216,2025-02,search,UK,low,full_price,13,4,churned,52,19.54
C1217,2025-02,referral,UK,low,discount,13,5,active,65,0.97
C1218,2025-02,paid_social,US,low,discount,13,4,churned,52,25.77
C1219,2025-02,search,UK,high,full_price,17,5,active,85,20.96
C1220,2025-02,referral,US,mid,discount,15,5,active,75,11.4
C1221,2025-02,search,CA,low,discount,13,4,churned,52,21.52
C1222,2025-02,referral,US,high,full_price,17,5,active,85,7.24
C1223,2025-02,paid_social,US,high,discount,17,2,churned,34,38.74
C1224,2025-02,referral,CA,low,full_price,13,3,churned,39,8.14
C1225,2025-02,referral,CA,high,discount,17,5,churned,85,0.97
C1226,2025-02,paid_social,US,high,discount,17,5,active,85,27.51
C1227,2025-02,referral,UK,mid,discount,15,5,active,75,2.7
C1228,2025-02,search,IN,mid,full_price,15,5,active,75,21.51
C1229,2025-02,referral,US,low,discount,13,3,churned,39,8.16
C1230,2025-02,search,UK,mid,full_price,15,5,active,75,18.48
C1231,2025-02,paid_social,IN,mid,discount,15,3,churned,45,25.3
C1232,2025-02,referral,CA,high,full_price,17,5,active,85,15.16
C1233,2025-02,search,CA,mid,full_price,15,5,active,75,17.91
C1234,2025-02,search,UK,mid,full_price,15,5,active,75,19.73
C1235,2025-02,referral,UK,mid,full_price,15,5,active,75,3.15
C1236,2025-02,search,US,high,full_price,17,2,churned,34,15.5
C1237,2025-02,referral,IN,mid,discount,15,2,churned,30,9.92
C1238,2025-02,referral,IN,low,discount,13,5,active,65,6.4
C1239,2025-02,referral,CA,high,full_price,17,5,active,85,8.54
C1240,2025-02,paid_social,CA,high,full_price,17,5,active,85,24.79
C1241,2025-02,paid_social,CA,high,full_price,17,5,active,85,23.02
C1242,2025-02,search,IN,low,discount,13,5,active,65,23.07
C1243,2025-02,referral,US,mid,full_price,15,5,active,75,7.66
C1244,2025-02,referral,CA,high,full_price,17,5,active,85,9.82
C1245,2025-02,paid_social,CA,low,discount,13,2,churned,26,35.77
C1246,2025-02,paid_social,US,mid,discount,15,5,churned,75,30.22
C1247,2025-02,search,US,mid,full_price,15,5,active,75,15.67
C1248,2025-02,search,CA,mid,full_price,15,5,active,75,17.54
C1249,2025-02,paid_social,IN,low,discount,13,5,churned,65,26.06
C1250,2025-02,referral,IN,low,full_price,13,5,active,65,6.52
C1251,2025-02,paid_social,IN,high,discount,17,5,active,85,28.3
C1252,2025-02,paid_social,US,mid,full_price,15,5,active,75,26.91
C1253,2025-02,paid_social,IN,mid,discount,15,5,active,75,26.83
C1254,2025-02,search,IN,low,discount,13,3,churned,39,17.25
C1255,2025-02,referral,IN,mid,discount,15,5,active,75,8.22
C1256,2025-02,search,IN,mid,discount,15,5,churned,75,15.96
C1257,2025-02,search,IN,mid,discount,15,2,churned,30,20.29
C1258,2025-02,search,UK,mid,full_price,15,5,active,75,23.33
C1259,2025-02,search,UK,low,discount,13,2,churned,26,19.98
C1260,2025-02,search,UK,high,full_price,17,3,churned,51,19.02
C1261,2025-02,paid_social,IN,low,full_price,13,5,active,65,31.33
C1262,2025-02,search,CA,high,full_price,17,5,active,85,21.43
C1263,2025-02,search,IN,mid,discount,15,5,churned,75,19.98
C1264,2025-02,paid_social,UK,high,full_price,17,5,active,85,31.45
C1265,2025-02,search,CA,high,full_price,17,5,active,85,21.93
C1266,2025-02,referral,UK,low,discount,13,5,active,65,5.37
C1267,2025-02,referral,IN,low,discount,13,4,churned,52,9.24
C1268,2025-02,search,US,mid,full_price,15,5,active,75,24.43
C1269,2025-02,search,IN,low,discount,13,2,churned,26,15.51
C1270,2025-02,search,IN,mid,discount,15,5,churned,75,18.85
C1271,2025-02,paid_social,IN,mid,discount,15,2,churned,30,32.02
C1272,2025-02,paid_social,US,low,full_price,13,5,active,65,31.18
C1273,2025-02,search,UK,low,discount,13,2,churned,26,23.07
C1274,2025-02,referral,UK,low,discount,13,4,churned,52,6.89
C1275,2025-02,paid_social,UK,mid,discount,15,3,churned,45,26.42
C1276,2025-02,referral,IN,low,discount,13,5,churned,65,12.28
C1277,2025-02,paid_social,UK,low,discount,13,3,churned,39,30.3
C1278,2025-02,search,CA,mid,full_price,15,5,churned,75,15.32
C1279,2025-02,referral,US,mid,discount,15,5,active,75,1.53
C1280,2025-02,paid_social,US,mid,discount,15,5,churned,75,28.65
C1281,2025-02,referral,US,low,full_price,13,5,active,65,7.61
C1282,2025-02,referral,CA,low,full_price,13,5,active,65,6.59
C1283,2025-02,referral,US,mid,full_price,15,5,churned,75,-0.75
C1284,2025-02,search,US,mid,full_price,15,5,active,75,19.05
C1285,2025-02,referral,UK,mid,discount,15,5,active,75,11.39
C1286,2025-02,search,UK,high,discount,17,4,churned,68,22.6
C1287,2025-02,paid_social,IN,mid,discount,15,5,active,75,33.88
C1288,2025-02,paid_social,US,mid,full_price,15,5,active,75,27.97
C1289,2025-02,search,UK,mid,full_price,15,5,active,75,13.46
C1290,2025-02,paid_social,UK,mid,discount,15,5,churned,75,27.39
C1291,2025-02,search,CA,mid,full_price,15,5,active,75,18.04
C1292,2025-02,search,UK,mid,full_price,15,5,active,75,19.14
C1293,2025-02,paid_social,US,mid,full_price,15,4,churned,60,29.29
C1294,2025-02,referral,US,low,discount,13,4,churned,52,6.71
C1295,2025-02,search,UK,mid,full_price,15,5,active,75,25.09
C1296,2025-02,search,CA,low,full_price,13,2,churned,26,24.73
C1297,2025-02,search,CA,high,full_price,17,5,churned,85,19.24
C1298,2025-02,search,US,mid,discount,15,5,churned,75,17.58
C1299,2025-02,paid_social,UK,high,full_price,17,2,churned,34,32.9
C1300,2025-02,referral,US,mid,discount,15,5,active,75,6.41
C1301,2025-02,referral,IN,low,discount,13,4,churned,52,8.76
C1302,2025-02,search,IN,low,full_price,13,5,active,65,23.57
C1303,2025-02,paid_social,UK,high,discount,17,5,churned,85,29.97
C1304,2025-02,referral,UK,mid,discount,15,3,churned,45,9.75
C1305,2025-02,referral,US,high,full_price,17,5,active,85,7.79
C1306,2025-02,referral,UK,low,discount,13,5,active,65,8.62
C1307,2025-02,search,CA,low,full_price,13,5,active,65,18.81
C1308,2025-02,search,CA,mid,discount,15,4,churned,60,17.02
C1309,2025-02,paid_social,CA,mid,full_price,15,5,active,75,27.71
C1310,2025-02,search,UK,mid,full_price,15,5,active,75,20.31
C1311,2025-02,search,CA,mid,discount,15,2,churned,30,28.57
C1312,2025-02,referral,UK,mid,discount,15,4,churned,60,2.57
C1313,2025-02,referral,US,high,full_price,17,5,active,85,8.82
C1314,2025-02,search,US,low,full_price,13,5,active,65,19.9
C1315,2025-02,referral,US,low,discount,13,3,churned,39,2.07
C1316,2025-02,paid_social,CA,low,discount,13,2,churned,26,29.9
C1317,2025-02,search,CA,mid,full_price,15,4,churned,60,21.16
C1318,2025-02,paid_social,US,high,full_price,17,5,active,85,29.71
C1319,2025-02,search,IN,mid,discount,15,5,active,75,21.89
C1320,2025-02,referral,CA,high,full_price,17,5,active,85,10.61
C1321,2025-02,referral,US,high,discount,17,5,active,85,2.86
C1322,2025-02,search,CA,mid,discount,15,5,active,75,24.2
C1323,2025-02,referral,UK,low,discount,13,3,churned,39,9.49
C1324,2025-02,search,UK,low,discount,13,4,churned,52,20.19
C1325,2025-02,paid_social,US,mid,full_price,15,5,active,75,30.13
C1326,2025-02,search,US,mid,discount,15,3,churned,45,26.62
C1327,2025-02,search,UK,mid,discount,15,2,churned,30,27.01
C1328,2025-02,referral,US,high,full_price,17,5,active,85,8.75
C1329,2025-02,paid_social,UK,mid,full_price,15,5,active,75,29.0
C1330,2025-02,paid_social,IN,mid,discount,15,3,churned,45,27.17
C1331,2025-02,referral,US,mid,discount,15,4,churned,60,10.19
C1332,2025-02,paid_social,CA,high,full_price,17,3,churned,51,31.0
C1333,2025-02,search,US,mid,full_price,15,5,active,75,17.17
C1334,2025-02,referral,UK,high,discount,17,2,churned,34,9.81
C1335,2025-02,paid_social,IN,high,discount,17,4,churned,68,28.15
C1336,2025-02,search,CA,mid,full_price,15,5,active,75,21.01
C1337,2025-02,paid_social,IN,low,discount,13,2,churned,26,28.88
C1338,2025-02,search,US,low,full_price,13,5,active,65,14.78
C1339,2025-02,referral,CA,low,discount,13,2,churned,26,9.65
C1340,2025-02,paid_social,CA,low,discount,13,3,churned,39,30.52
C1341,2025-02,paid_social,US,mid,discount,15,5,active,75,27.56
C1342,2025-02,search,UK,mid,full_price,15,4,churned,60,23.24
C1343,2025-02,search,CA,high,full_price,17,4,churned,68,18.7
C1344,2025-02,referral,IN,mid,full_price,15,5,active,75,5.4
C1345,2025-02,paid_social,US,mid,full_price,15,5,active,75,25.54
C1346,2025-02,search,UK,high,full_price,17,5,active,85,16.7
C1347,2025-02,paid_social,US,low,full_price,13,5,active,65,30.83
C1348,2025-02,search,CA,low,discount,13,5,active,65,17.23
C1349,2025-02,paid_social,UK,high,full_price,17,5,active,85,29.09
C1350,2025-02,referral,US,mid,full_price,15,5,active,75,9.48
C1351,2025-02,paid_social,UK,low,full_price,13,2,churned,26,33.5
C1352,2025-02,referral,IN,mid,discount,15,3,churned,45,11.1
C1353,2025-02,paid_social,US,mid,full_price,15,5,active,75,31.65
C1354,2025-02,referral,UK,low,discount,13,4,churned,52,9.43
C1355,2025-02,paid_social,US,mid,discount,15,5,active,75,28.63
C1356,2025-02,paid_social,IN,low,discount,13,2,churned,26,30.38
C1357,2025-02,referral,CA,low,discount,13,3,churned,39,2.05
C1358,2025-02,search,IN,mid,discount,15,2,churned,30,21.38
C1359,2025-02,referral,US,mid,full_price,15,5,active,75,3.26
C1360,2025-02,paid_social,CA,mid,discount,15,4,churned,60,33.49
C1361,2025-02,paid_social,US,high,full_price,17,4,churned,68,29.08
C1362,2025-02,paid_social,IN,low,full_price,13,5,active,65,31.11
C1363,2025-02,referral,CA,mid,full_price,15,5,active,75,8.78
C1364,2025-02,referral,UK,mid,discount,15,5,active,75,9.49
C1365,2025-02,referral,IN,low,discount,13,2,churned,26,7.19
C1366,2025-02,search,CA,mid,full_price,15,5,active,75,12.85
C1367,2025-02,paid_social,US,mid,full_price,15,3,churned,45,33.0
C1368,2025-02,referral,IN,low,discount,13,2,churned,26,6.53
C1369,2025-02,referral,CA,low,full_price,13,5,active,65,10.53
C1370,2025-02,search,IN,low,discount,13,2,churned,26,22.44
C1371,2025-02,referral,US,low,discount,13,2,churned,26,10.25
C1372,2025-02,search,UK,high,full_price,17,5,active,85,16.44
C1373,2025-02,paid_social,US,mid,full_price,15,5,active,75,34.71
C1374,2025-02,referral,UK,mid,full_price,15,5,active,75,15.6
C1375,2025-02,paid_social,CA,mid,full_price,15,3,churned,45,32.37
C1376,2025-02,paid_social,IN,mid,discount,15,2,churned,30,28.94
C1377,2025-02,referral,IN,mid,discount,15,5,active,75,7.74
C1378,2025-02,referral,US,mid,full_price,15,5,active,75,10.05
C1379,2025-02,referral,US,mid,full_price,15,5,active,75,7.87
C1380,2025-02,referral,CA,low,discount,13,5,churned,65,5.34
C1381,2025-02,search,IN,low,discount,13,5,active,65,21.77
C1382,2025-02,search,CA,mid,full_price,15,5,active,75,17.4
C1383,2025-02,paid_social,IN,mid,discount,15,5,active,75,28.39
C1384,2025-02,paid_social,CA,low,full_price,13,5,active,65,33.33
C1385,2025-02,search,CA,mid,full_price,15,5,active,75,13.02
C1386,2025-02,referral,US,mid,full_price,15,4,churned,60,8.3
C1387,2025-02,paid_social,CA,high,full_price,17,5,active,85,35.47
C1388,2025-02,paid_social,IN,mid,discount,15,3,churned,45,29.27
C1389,2025-02,referral,IN,mid,discount,15,4,churned,60,8.83
C1390,2025-02,paid_social,US,high,full_price,17,5,active,85,27.09
C1391,2025-02,paid_social,UK,mid,full_price,15,3,churned,45,28.63
C1392,2025-02,referral,IN,mid,full_price,15,3,churned,45,9.62
C1393,2025-02,referral,UK,mid,full_price,15,5,active,75,6.19
C1394,2025-02,paid_social,IN,low,discount,13,5,active,65,29.54
C1395,2025-02,paid_social,US,low,full_price,13,5,active,65,33.97
C1396,2025-02,search,IN,high,discount,17,2,churned,34,20.98
C1397,2025-02,referral,US,mid,full_price,15,5,active,75,8.64
C1398,2025-02,referral,UK,high,discount,17,5,churned,85,8.65
C1399,2025-02,search,US,mid,discount,15,2,churned,30,22.54
C1400,2025-03,search,UK,mid,discount,15,3,churned,45,22.45
C1401,2025-03,paid_social,CA,mid,full_price,15,4,active,60,36.63
C1402,2025-03,search,US,mid,full_price,15,4,active,60,21.66
C1403,2025-03,paid_social,US,low,full_price,13,4,active,52,32.76
C1404,2025-03,referral,US,mid,full_price,15,4,active,60,6.2
C1405,2025-03,paid_social,UK,high,full_price,17,2,churned,34,28.24
C1406,2025-03,referral,UK,mid,full_price,15,4,active,60,7.35
C1407,2025-03,referral,IN,high,discount,17,2,churned,34,2.6
C1408,2025-03,paid_social,CA,low,discount,13,4,active,52,33.25
C1409,2025-03,paid_social,US,mid,full_price,15,4,active,60,30.44
C1410,2025-03,search,IN,low,discount,13,4,active,52,15.13
C1411,2025-03,search,CA,high,full_price,17,4,active,68,19.04
C1412,2025-03,search,UK,low,full_price,13,4,active,52,26.06
